published,title,category
2010,Parameterizing Majorana Neutrino Couplings in the Higgs Sector,hep-ph
2010,On-shell constructibility of tree amplitudes in general field theories,hep-th
2011,"Capacity of All Nine Models of Channel Output Feedback for the Two-user
  Interference Channel",cs.IT
2011,"Background Dependent Lorentz Violation: Natural Solutions to the
  Theoretical Challenges of the OPERA Experiment",hep-ph
2011,Strings in AdS_4 x CP^3: finite size spectrum vs. Bethe Ansatz,hep-th
2012,"The coverage probability of confidence intervals in one-way analysis of
  covariance after two F tests",stat.ME
2012,"Modules Satisfying the Prime Radical Condition and a Sheaf Construction
  for Modules I",math.AC
2012,Single Source - All Sinks Max Flows in Planar Digraphs,cs.DM
2012,"Combinatorics of certain higher $q,t$-Catalan polynomials: chains, joint
  symmetry, and the Garsia-Haiman formula",math.CO
2012,Asymptotic variation of L-functions of exponential sums,math.NT
2013,Linearity Properties of Bayes Nets with Binary Variables,cs.AI
2013,"Closed string Ramond-Ramond proposed higher derivative interactions on
  fermionic amplitudes in IIB",hep-th
2013,Communication-Efficient Algorithms For Distributed Optimization,math.OC
2014,"Wireless Video Multicast with Cooperative and Incremental Transmission
  of Parity Packets",cs.MM
2014,Enumerating all maximal biclusters in numerical datasets,cs.DM
2015,Integer Programming for Classifying Orthogonal Arrays,math.CO
2015,Weak and strong versions of the 1-2-3 conjecture for uniform hypergraphs,math.CO
2016,A reduction theorem for $τ$-rigid modules,math.RT
2016,"On SYM theory and all order Bulk Singularity Structures of BPS Strings
  in type II theory",hep-th
2016,The Complexity of Synchronizing Markov Decision Processes,cs.FL
2017,"All-dielectric nanophotonics: the quest for better materials and
  fabrication techniques",physics.optics
2017,"The modal logic of set-theoretic potentialism and the potentialist
  maximality principles",math.LO
2018,Gallai-Ramsey numbers of $C_{10}$ and $C_{12}$,math.CO
2018,Impact of qubit connectivity on quantum algorithm performance,quant-ph
2019,Quantum Isomer Search,quant-ph
2019,Heterogeneity-Aware Asynchronous Decentralized Training,cs.DC
2020,"Solving parametric radical equations with depth 2 rigorously using the
  restriction set method",math.HO
2020,On 0--1 matrices whose inverses have entries of the same modulus,math.CO
2020,"Fully printed, all-carbon, recyclable electronics",physics.app-ph
2020,"Einstein@Home all-sky search for continuous gravitational waves in LIGO
  O2 public data",astro-ph.HE
2011,Set-Theoretic Geology,math.LO
2016,Some Results on Cyclic Interval Edge Colorings of Graphs,math.CO
2016,A Hybrid Sampling Scheme for Triangle Counting,cs.DS
2017,"On physically redundant and irrelevant features when applying Lie-group
  symmetry analysis to hydrodynamic stability analysis",physics.flu-dyn
2018,"UltraFast Optical Imaging using Multimode Fiber based Compressed Sensing
  and Photonic Time Stretch",physics.optics
2018,A conjecture on Gallai-Ramsey numbers of even cycles and paths,math.CO
2019,"Generalized Coordinated Multipoint (GCoMP)-Enabled NOMA: Outage,
  Capacity, and Power Allocation",cs.IT
2019,"Frequency response of time-delay interferometry for space-based
  gravitational wave antennas",gr-qc
2019,A direct approach to $K$-reflections of $T_0$ spaces,math.GN
2014,FUSE: Multiple Network Alignment via Data Fusion,q-bio.MN
2016,"Roughly Polynomial Time: A Concept of Tractability Covering All Known
  Natural NP-complete Problems",cs.CC
2017,"All-angle Negative Reflection with An Ultrathin Acoustic Gradient
  Metasurface: Floquet-Bloch Modes Perspective and Experimental Verification",physics.class-ph
2017,Weakly cofiniteness of local cohomology modules,math.AC
2018,Forwarding and Optical Indices in an All-Optical BCube Network,cs.DC
2018,"Realistic compactification in spatially flat vacuum cosmological models
  in cubic Lovelock gravity: Low-dimensional case",hep-th
2018,Fast parallel multidimensional FFT using advanced MPI,cs.DC
2018,"AutoTiering: Automatic Data Placement Manager in Multi-Tier All-Flash
  Datacenter",cs.PF
2018,Compact Cactus Representations of all Non-Trivial Min-Cuts,math.CO
2019,Progress towards a nonintegrality conjecture,math.NT
2019,"Zero-point energies, dark matter, and dark energy",physics.gen-ph
2020,Discrete Chi-square Method for Detecting Many Signals,astro-ph.IM
2020,"Not all disadvantages are equal: Racial/ethnic minority students have
  largest disadvantage of all demographic groups in both STEM and non-STEM GPA",physics.ed-ph
2020,"Gender-Based Homophily in Research: A Large-Scale Study of Man-Woman
  Collaboration",cs.DL
2020,"Algorithms for Generating All Static Spherically Symmetric (An)isotropic
  Fluid Solutions of Einstein's Equations",gr-qc
2021,"Contraction groups and the big cell for endomorphisms of Lie groups over
  local fields",math.GR
2021,"Zero-one laws for provability logic: Axiomatizing validity in almost all
  models and almost all frames",cs.LO
2021,All-Chalcogenide Programmable All-Optical Deep Neural Networks,physics.optics
2021,"Recurrent Equilibrium Networks: Flexible Dynamic Models with Guaranteed
  Stability and Robustness",cs.LG
2021,"Finding all minimum cost flows and a faster algorithm for the K best
  flow problem",cs.DS
2021,"Novel Direct Algorithm for Computing Simultaneous All-Levels Reliability
  of Multi-state Flow Networks",cs.DM
2021,"Eden: A Unified Environment Framework for Booming Reinforcement Learning
  Algorithms",cs.LG
2021,"Subquadratic-time algorithm for the diameter and all eccentricities on
  median graphs",cs.DS
2021,"Breaking the Cubic Barrier for All-Pairs Max-Flow: Gomory-Hu Tree in
  Nearly Quadratic Time",cs.DS
2021,"Table2Vec: Automated Universal Representation Learning to Encode
  All-round Data DNA for Benchmarkable and Explainable Enterprise Data Science",cs.LG
2022,"Stability of the discrete time-crystalline order in spin-optomechanical
  and open cavity QED systems",quant-ph
2022,Bonds intersecting long paths in $k$-connected graphs,math.CO
2022,"GADGET: Online Resource Optimization for Scheduling Ring-All-Reduce
  Learning Jobs",cs.DC
2022,Lattice points in slices of prisms,math.CO
2022,Short-Depth Circuits for Dicke State Preparation,quant-ph
2022,"Invariant subalgebras of von Neumann algebras arising from negatively
  curved groups",math.OA
2022,Photometric Analysis of Three Potential Red Nova Progenitors,astro-ph.SR
2022,"The Green's function of the parabolic Anderson model and the continuum
  directed polymer",math.PR
2022,Scalar Weak Gravity Conjecture in Super Yang-Mills Inflationary Model,astro-ph.CO
2022,Four Algorithms on the Swapped Dragonfly,cs.DC
2022,"Bragg diffraction by a magnetic all-in-all-out configuration with
  application to a cubic cerium pyrochlore oxide",cond-mat.str-el
2022,"Galactic settlement of low-mass stars as a resolution to the Fermi
  paradox",physics.pop-ph
2022,On the Threshold of Drop Fragmentation under Impulsive Acceleration,physics.flu-dyn
2022,"Interweaving Real-Time Jobs with Energy Harvesting to Maximize
  Throughput",cs.DS
2023,"Uniqueness and homogeneity of non-separable Urysohn universal
  ultrametric spaces",math.MG
2023,One Transformer Fits All Distributions in Multi-Modal Diffusion at Scale,cs.LG
2023,"Surprises in the Deep Hilbert Space of all-to-all systems: From
  super-exponential scrambling to slow entanglement growth",quant-ph
2023,Complexity of Simple Folding of Mixed Orthogonal Crease Patterns,cs.CG
2023,"Dynamics of inhomogeneous spin ensembles with all-to-all interactions:
  breaking permutational invariance",quant-ph
2023,"Spin-Orbital Coupling in All-Inorganic Metal-Halide Perovskites: the
  Hidden Force that Matters",cond-mat.mtrl-sci
2024,Group Theoretical Classification of SIC-POVMs,quant-ph
2024,Approximation Algorithm of Minimum All-Ones Problem for Arbitrary Graphs,cs.DS
1993,Classification of smooth congruences with a fundamental curve,alg-geom
1994,"A New Approach to Characterise all the Transitive Orientations for an
  Undirected Graph",alg-geom
1997,Interpolation on Jets,alg-geom
1999,Equiangular Spiral Modes of Power Law Disks,astro-ph
2004,OP data on CD for mean opacities and radiative accelerations,astro-ph
2005,Hydrodynamical scaling laws for astrophysical jets,astro-ph
2006,Simple scaling laws for astrophysical jets,astro-ph
1992,Self Organization and a Dynamical Transition in Traffic Flow Models,cond-mat
1993,Exact Results for Diffusion-Limited Reactions with Synchronous Dynamics,cond-mat
1995,Phase diagram of the Hubbard model at small doping and low temperature,cond-mat
1998,"Finite temperature Drude weight of the one dimensional spin 1/2
  Heisenberg model}",cond-mat
1998,Irrelevance of memory in the minority game,cond-mat.stat-mech
2000,"Algebra versus analysis in statistical mechanics and quantum field
  theory",cond-mat
2002,Group analysis of the membrane shape equation,cond-mat.soft
1994,Mini-indexes for literate programs,cs.PL
2000,"A syntactical analysis of non-size-increasing polynomial time
  computation",cs.LO
2001,Routing Permutations in Partitioned Optical Passive Star Networks,cs.DC
2004,All Superlinear Inverse Schemes are coNP-Hard,cs.CC
2005,Distance-Increasing Maps of All Length by Simple Mapping Algorithms,cs.IT
1994,"All electro--vacuum Majumdar--Papapetrou space--times with nonsingular
  black holes",gr-qc
2000,Finiteness of a spinfoam model for euclidean quantum general relativity,gr-qc
2002,All spacetimes with vanishing curvature invariants,gr-qc
2004,Gravitational Waves in Generalised Brans-Dicke Theory,gr-qc
2005,Cauchy hypersurfaces as levels of time and temporal functions,gr-qc
2007,Recent Results in Bottomonium Spectroscopy,hep-ex
1992,Three-Loop Results on the Lattice,hep-lat
1993,"Lattice Perturbation Theory by Computer Algebra: A Three-Loop Result for
  the Topological Susceptibility",hep-lat
1993,The Three-Loop Lattice Free Energy,hep-lat
1996,"Reply to A. Patrascioiu's and E. Seiler's comment on our paper ""The
  two-phase issue in the O(n) non-linear sigma-model: a Monte Carlo study""",hep-lat
2000,Topology in full QCD with 2 colours at finite temperature and density,hep-lat
2002,"A proposal for simulating QCD at finite chemical potential on the
  lattice",hep-lat
2004,"Analyticity in theta and infinite volume limit of the topological
  susceptibility in SU(3) gauge theory",hep-lat
2005,Static-light hadrons on a dynamical anisotropic lattice,hep-lat
1994,Exact Cancellation of Quadratic Divergences in Top Condensation Models,hep-ph
1995,Strong and Electromagnetic Interactions of Heavy Baryons,hep-ph
1996,Finiteness in N=1 SYM Theories,hep-ph
1997,On The Renormalization of Two-Higgs-Doublet Models,hep-ph
1997,Renormalisation Invariance and the Soft $β$-Functions,hep-ph
1998,"Comment on ""Regge Trajectories for All Flavors""",hep-ph
2000,Light Quark Masses to All Orders of Chiral Expansion,hep-ph
2000,"The see-saw mechanism and heavy Majorana neutrino masses in an SO(10)
  model",hep-ph
2000,A generating function for all-orders skyrmions,hep-ph
2003,All-Orders Singular Emission in Gauge Theories,hep-ph
2006,"Given Talk at Moriond 2006: Fermion Mass in E6 GUT with Discrete Family
  Permutation Symmetry S3",hep-ph
1992,BRST and Anti-BRST Quantization of Topological Yang-Mills Theory,hep-th
1992,Couplings in Affine Toda Field Theories,hep-th
1993,Quantum Einstein Gravity as a Topological Field Theory,hep-th
1993,Convergent WKB Series,hep-th
1994,Spectral sum rules and Selberg's integral,hep-th
1995,BRST cohomology for 2D gravity,hep-th
1995,All-orders finite $N=1$ super-Yang-Mills Theories,hep-th
1996,Weyl Group Invariance and p-brane Multiplets,hep-th
1996,An All-Orders Derivative Expansion,hep-th
1998,A Note on the Supersymmetries of the Self-Dual Supermembrane,hep-th
1998,Couplings between generalized gauge fields,hep-th
2000,Summation and renormalization of bubble graphs to all orders,hep-th
2002,Zeeman Spectroscopy of the Star Algebra,hep-th
2004,Conformal Invariance of Partially Massless Higher Spins,hep-th
2004,Duality invariance of all free bosonic and fermionic gauge fields,hep-th
2005,Proof of perturbative gauge invariance for tree diagrams to all orders,hep-th
2005,Twistor diagram recursion for all gauge-theoretic tree amplitudes,hep-th
2005,"Hermitean matrix model free energy: Feynman graph technique for all
  genera",hep-th
2006,Relativistic vector bosons and PT-symmetry,hep-th
2006,"Vanishing of Beta Function of Non Commutative $Φ^4_4$ Theory to all
  orders",hep-th
1992,"Lower estimates of random unconditional constants of Walsh-Paley
  martingales with values in banach spaces",math.FA
1992,Mean Convergence of Vector--valued Walsh Series,math.FA
1993,All meager filters may be null,math.LO
1993,"Topologies on the set of all subspaces of a banach space and related
  questions of banach space geometry",math.FA
1993,Projective resolutions for graph products,math.GR
1995,A new proof of Monjardet's median theorem,math.CO
1995,On universal graphs without cliques or withour large bipartite graphs,math.LO
